Year,Month,Group,Sub Group,Description,Rural,Urban,Combined,,
2018,December,1,1.1.08,Pulses and products,-9.64,-1.92,-7.2,,
2019,January,1,1.1.08,Pulses and products,-7.97,-0.17,-5.5,,
2019,February,1,1.1.08,Pulses and products,-6.68,2.48,-3.82,,
2019,March,1,1.1.08,Pulses and products,-5.41,4.5,-2.25,,
2019,April,1,1.1.08,Pulses and products,-4.28,6.75,-0.81,,
2019,May,1,1.1.08,Pulses and products,-1.65,10.28,2.13,,
2019,June,1,1.1.08,Pulses and products,2.14,13.45,5.68,,
2019,July,1,1.1.08,Pulses and products,3.32,14.48,6.82,,
2019,August,1,1.1.08,Pulses and products,3.71,14.26,6.94,,
2019,September,1,1.1.08,Pulses and products,5.42,14.8,8.4,,
2019,October,1,1.1.08,Pulses and products,9.64,15.9,11.72,,
2019,November,1,1.1.08,Pulses and products,12.56,16.74,13.94,,
2019,December,1,1.1.08,Pulses and products,14.81,16.77,15.44,,
2020,January,1,1.1.08,Pulses and products,16.32,17.68,16.71,,
2020,February,1,1.1.08,Pulses and products,16.71,16.43,16.61,,
2020,March,1,1.1.08,Pulses and products,15.94,15.74,15.85,,
2020,June,1,1.1.08,Pulses and products,16.78,19.31,17.61,,
2020,July,1,1.1.08,Pulses and products,14.78,17.38,15.69,,
2020,August,1,1.1.08,Pulses and products,13.54,16.18,14.44,,
2020,September,1,1.1.08,Pulses and products,13.69,16.81,14.67,,
2020,October,1,1.1.08,Pulses and products,17.13,20.96,18.34,,
2020,November,1,1.1.08,Pulses and products,17.11,19.99,18.05,,
2020,December,1,1.1.08,Pulses and products,14.91,18.15,15.98,,
2021,January,1,1.1.08,Pulses and products,12.4,15.17,13.32,,
2021,February,1,1.1.08,Pulses and products,11.71,14.47,12.62,,
2021,March,1,1.1.08,Pulses and products,12.27,15.32,13.25,,
2021,April,1,1.1.08,Pulses and products,7.26,7.96,7.51,,
2021,May,1,1.1.08,Pulses and products,9.27,9.58,9.39,,
2021,June,1,1.1.08,Pulses and products,10.11,9.8,10.01,,
2021,July,1,1.1.08,Pulses and products,9.14,8.86,9.04,,
2021,August,1,1.1.08,Pulses and products,9.04,8.42,8.81,,
2021,September,1,1.1.08,Pulses and products,9.05,8.08,8.75,,
2021,October,1,1.1.08,Pulses and products,5.97,4.16,5.36,,
2021,November,1,1.1.08,Pulses and products,3.7,2.23,3.18,,
2021,December,1,1.1.08,Pulses and products,3.13,1.3,2.49,,
2022,January,1,1.1.08,Pulses and products,3.4,2.25,3.02,,
2022,February,1,1.1.08,Pulses and products,3.47,2.13,3.02,,
2022,March,1,1.1.08,Pulses and products,3.14,1.43,2.57,,
2022,April,1,1.1.08,Pulses and products,2.48,0.74,1.86,,
2022,May,1,1.1.08,Pulses and products,-0.06,-1.08,-0.42,,
2022,June,1,1.1.08,Pulses and products,-0.54,-1.98,-1.02,,
2022,July,1,1.1.08,Pulses and products,0.49,-0.43,0.18,,
2022,August,1,1.1.08,Pulses and products,2.64,2.32,2.58,,
2022,September,1,1.1.08,Pulses and products,3.11,2.86,3.05,,
2022,October,1,1.1.08,Pulses and products,2.72,2.78,2.78,,
2022,November,1,1.1.08,Pulses and products,2.9,3.57,3.15,,
2022,December,1,1.1.08,Pulses and products,3.65,4.32,3.89,,
2023,January,1,1.1.08,Pulses and products,4.09,4.52,4.27,,
2023,February,1,1.1.08,Pulses and products,3.78,4.78,4.09,,
2023,March,1,1.1.08,Pulses and products,3.84,5.39,4.39,,
2023,April,1,1.1.08,Pulses and products,4.66,6.52,5.28,,
2023,May,1,1.1.08,Pulses and products,6,7.8,6.62,,
2023,June,1,1.1.08,Pulses and products,9.9,11.98,10.59,,
2023,July,1,1.1.08,Pulses and products,12.71,14.57,13.33,,
2023,August,1,1.1.08,Pulses and products,12.39,14.47,13.04,,
2023,September,1,1.1.08,Pulses and products,15.38,18.26,16.32,,
2023,October,1,1.1.08,Pulses and products,17.74,21.07,18.85,,
2023,November,1,1.1.08,Pulses and products,19.21,22.4,20.29,,
2023,December,1,1.1.08,Pulses and products,19.77,22.65,20.73,,
2024,January,1,1.1.08,Pulses and products,18.63,21.32,19.54,,
2024,February,1,1.1.08,Pulses and products,18.05,20.47,18.9,,
2024,March,1,1.1.08,Pulses and products,17.13,19.05,17.77,,
2024,April,1,1.1.08,Pulses and products,16.15,18.03,16.84,,
2024,May,1,1.1.08,Pulses and products,16.47,18.54,17.14,,
2024,June,1,1.1.08,Pulses and products,15.42,17.41,16.07,,
2024,July,1,1.1.08,Pulses and products,14.14,16.02,14.77,,
2024,August,1,1.1.08,Pulses and products,13.15,14.36,13.6,,
2024,September,1,1.1.08,Pulses and products,9.79,9.8,9.81,,
2024,October,1,1.1.08,Pulses and products,7.61,7,7.38,,
2024,November,1,1.1.08,Pulses and products,5.72,4.83,5.41,,
2024,December,1,1.1.08,Pulses and products,4.02,3.47,3.83,,
2025,January,1,1.1.08,Pulses and products,2.57,2.55,2.55,,
2025,February,1,1.1.08,Pulses and products,-0.3,-0.44,-0.35,,
2025,March,1,1.1.08,Pulses and products,-2.7,-2.78,-2.73,,
2025,April,1,1.1.08,Pulses and products,-5.18,-5.29,-5.23,,
2025,May,1,1.1.08,Pulses and products,-8.15,-8.35,-8.22,,
2014,January,1,1.1.09,Sugar and confectionery,-4.68,-7.8,-5.65,,
2014,February,1,1.1.09,Sugar and confectionery,-4.35,-8.09,-5.61,,
2014,March,1,1.1.09,Sugar and confectionery,-3.62,-6.14,-4.41,,
2014,April,1,1.1.09,Sugar and confectionery,-1.54,-1.67,-1.64,,
2014,May,1,1.1.09,Sugar and confectionery,-0.19,-0.59,-0.29,,
2014,June,1,1.1.09,Sugar and confectionery,-0.48,0,-0.29,,
2014,July,1,1.1.09,Sugar and confectionery,0.48,1.38,0.77,,
2014,August,1,1.1.09,Sugar and confectionery,0.96,1.68,1.16,,
2014,September,1,1.1.09,Sugar and confectionery,0.48,1.09,0.68,,
2014,October,1,1.1.09,Sugar and confectionery,0.1,1,0.39,,
2014,November,1,1.1.09,Sugar and confectionery,-0.29,0.3,-0.1,,
2014,December,1,1.1.09,Sugar and confectionery,-0.87,-0.81,-0.89,,
2015,January,1,1.1.09,Sugar and confectionery,-1.28,-0.83,-1.2,,
2015,February,1,1.1.09,Sugar and confectionery,-1.09,-0.42,-0.91,,
2015,March,1,1.1.09,Sugar and confectionery,-2.27,-3.22,-2.61,,
2015,April,1,1.1.09,Sugar and confectionery,-4.68,-8.67,-5.99,,
2015,May,1,1.1.09,Sugar and confectionery,-5.7,-10.37,-7.3,,
2015,June,1,1.1.09,Sugar and confectionery,-7.05,-11.44,-8.55,,
2015,July,1,1.1.09,Sugar and confectionery,-10.21,-16.55,-12.3,,
2015,August,1,1.1.09,Sugar and confectionery,-11.42,-16.94,-13.23,,
2015,September,1,1.1.09,Sugar and confectionery,-11.65,-15.31,-12.91,,
2015,October,1,1.1.09,Sugar and confectionery,-9.9,-11.66,-10.48,,
2015,November,1,1.1.09,Sugar and confectionery,-8.52,-9.02,-8.62,,
2015,December,1,1.1.09,Sugar and confectionery,-6.47,-5.21,-6.06,,
2016,January,1,1.1.09,Sugar and confectionery,-2.79,0.62,-1.62,,
2016,February,1,1.1.09,Sugar and confectionery,-1.3,4.32,0.51,,
2016,March,1,1.1.09,Sugar and confectionery,1.52,9.23,4.02,,
2016,April,1,1.1.09,Sugar and confectionery,7.36,19.1,11.18,,
2016,May,1,1.1.09,Sugar and confectionery,10.14,22.36,14.06,,
2016,June,1,1.1.09,Sugar and confectionery,12.98,24.72,16.79,,
2016,July,1,1.1.09,Sugar and confectionery,17.22,32.21,21.91,,
2016,August,1,1.1.09,Sugar and confectionery,20.41,34.35,24.75,,
2016,September,1,1.1.09,Sugar and confectionery,22.27,33.37,25.88,,
2016,October,1,1.1.09,Sugar and confectionery,21.02,29.08,23.62,,
2016,November,1,1.1.09,Sugar and confectionery,20,27.31,22.29,,
2016,December,1,1.1.09,Sugar and confectionery,19.29,24.6,21.06,,
2017,January,1,1.1.09,Sugar and confectionery,17.5,21.3,18.69,,
2017,February,1,1.1.09,Sugar and confectionery,17.73,20.59,18.72,,
2017,March,1,1.1.09,Sugar and confectionery,16.43,18.17,16.95,,
2017,April,1,1.1.09,Sugar and confectionery,11.81,10.72,11.37,,
2017,May,1,1.1.09,Sugar and confectionery,10.33,8.91,9.84,,
2017,June,1,1.1.09,Sugar and confectionery,9.28,7.95,8.83,,
2017,July,1,1.1.09,Sugar and confectionery,8.79,7.24,8.27,,
2017,August,1,1.1.09,Sugar and confectionery,7.76,6.54,7.35,,
2017,September,1,1.1.09,Sugar and confectionery,6.98,6.34,6.77,,
2017,October,1,1.1.09,Sugar and confectionery,7.05,6.24,6.75,,
2017,November,1,1.1.09,Sugar and confectionery,8.02,7.18,7.8,,
2017,December,1,1.1.09,Sugar and confectionery,7.12,4.5,6.21,,
2018,January,1,1.1.09,Sugar and confectionery,4.09,0,2.77,,
2018,February,1,1.1.09,Sugar and confectionery,1.46,-3.43,-0.17,,
2018,March,1,1.1.09,Sugar and confectionery,0.17,-5.07,-1.61,,
2018,April,1,1.1.09,Sugar and confectionery,-1.87,-8.44,-4.05,,
2018,May,1,1.1.09,Sugar and confectionery,-5.73,-12.98,-8.21,,
2018,June,1,1.1.09,Sugar and confectionery,-5.47,-10.34,-7.11,,
2018,July,1,1.1.09,Sugar and confectionery,-4.75,-7.98,-5.81,,
2018,August,1,1.1.09,Sugar and confectionery,-4.47,-7.21,-5.36,,
2018,September,1,1.1.09,Sugar and confectionery,-5.45,-8.25,-6.42,,
2018,October,1,1.1.09,Sugar and confectionery,-7.5,-7.99,-7.64,,
2018,November,1,1.1.09,Sugar and confectionery,-8.9,-9.2,-9.02,,
2018,December,1,1.1.09,Sugar and confectionery,-9.84,-8.04,-9.22,,
2019,January,1,1.1.09,Sugar and confectionery,-9.29,-5.88,-8.16,,
2019,February,1,1.1.09,Sugar and confectionery,-8.14,-4.33,-6.92,,
2019,March,1,1.1.09,Sugar and confectionery,-7.51,-3.33,-6.12,,
2019,April,1,1.1.09,Sugar and confectionery,-5.9,-0.18,-4.05,,
2019,May,1,1.1.09,Sugar and confectionery,-2.24,5.6,0.27,,
2019,June,1,1.1.09,Sugar and confectionery,-1.6,3.14,-0.09,,
2019,July,1,1.1.09,Sugar and confectionery,-3.06,0,-2.11,,
2019,August,1,1.1.09,Sugar and confectionery,-3.21,-0.53,-2.35,,
2019,September,1,1.1.09,Sugar and confectionery,-1.4,1.51,-0.44,,
2019,October,1,1.1.09,Sugar and confectionery,1.16,1.77,1.33,,
2019,November,1,1.1.09,Sugar and confectionery,1.97,2.22,2.06,,
2019,December,1,1.1.09,Sugar and confectionery,3.37,3.33,3.35,,
2020,January,1,1.1.09,Sugar and confectionery,4.98,3.99,4.58,,
2020,February,1,1.1.09,Sugar and confectionery,4.43,3.8,4.22,,
2020,March,1,1.1.09,Sugar and confectionery,3.97,3.62,3.85,,
2020,June,1,1.1.09,Sugar and confectionery,2.35,4.03,2.88,,
2020,July,1,1.1.09,Sugar and confectionery,3.07,4.47,3.6,,
2020,August,1,1.1.09,Sugar and confectionery,3.04,5.5,3.93,,
2020,September,1,1.1.09,Sugar and confectionery,2.22,3.6,2.65,,
2020,October,1,1.1.09,Sugar and confectionery,1.14,2.09,1.49,,
2020,November,1,1.1.09,Sugar and confectionery,0.53,1.83,0.96,,
2020,December,1,1.1.09,Sugar and confectionery,0.18,1.39,0.53,,
2021,January,1,1.1.09,Sugar and confectionery,-0.79,0.61,-0.26,,
2021,February,1,1.1.09,Sugar and confectionery,-1.15,0.17,-0.7,,
2021,March,1,1.1.09,Sugar and confectionery,-0.8,-0.09,-0.53,,
2021,April,1,1.1.09,Sugar and confectionery,-6.34,-5.28,-5.99,,
2021,May,1,1.1.09,Sugar and confectionery,-1.64,-1.11,-1.46,,
2021,June,1,1.1.09,Sugar and confectionery,1.24,-0.17,0.79,,
2021,July,1,1.1.09,Sugar and confectionery,-0.26,-0.94,-0.52,,
2021,August,1,1.1.09,Sugar and confectionery,0.09,-1.77,-0.6,,
2021,September,1,1.1.09,Sugar and confectionery,3.47,1.95,3.01,,
2021,October,1,1.1.09,Sugar and confectionery,5.83,4.52,5.36,,
2021,November,1,1.1.09,Sugar and confectionery,6.73,5.12,6.16,,
2021,December,1,1.1.09,Sugar and confectionery,5.98,4.82,5.58,,
2022,January,1,1.1.09,Sugar and confectionery,5.67,5.02,5.45,,
2022,February,1,1.1.09,Sugar and confectionery,5.64,5.05,5.41,,
2022,March,1,1.1.09,Sugar and confectionery,5.73,5.25,5.51,,
2022,April,1,1.1.09,Sugar and confectionery,5.35,4.97,5.22,,
2022,May,1,1.1.09,Sugar and confectionery,4.02,4.57,4.27,,
2022,June,1,1.1.09,Sugar and confectionery,3.93,4.57,4.17,,
2022,July,1,1.1.09,Sugar and confectionery,4.65,5.01,4.8,,
2022,August,1,1.1.09,Sugar and confectionery,4.34,4.62,4.49,,
2022,September,1,1.1.09,Sugar and confectionery,1.26,2.24,1.59,,
2022,October,1,1.1.09,Sugar and confectionery,-0.41,0.73,0,,
2022,November,1,1.1.09,Sugar and confectionery,-0.49,0.24,-0.25,,
2022,December,1,1.1.09,Sugar and confectionery,0.5,0.98,0.66,,
2023,January,1,1.1.09,Sugar and confectionery,0.84,1.15,0.92,,
2023,February,1,1.1.09,Sugar and confectionery,1.19,1.33,1.26,,
2023,March,1,1.1.09,Sugar and confectionery,0.85,1.33,1.01,,
2023,April,1,1.1.09,Sugar and confectionery,1.86,2.16,1.93,,
2023,May,1,1.1.09,Sugar and confectionery,2.52,2.48,2.51,,
2023,June,1,1.1.09,Sugar and confectionery,3.11,2.88,3,,
2023,July,1,1.1.09,Sugar and confectionery,3.86,3.54,3.75,,
2023,August,1,1.1.09,Sugar and confectionery,3.83,3.93,3.8,,
2023,September,1,1.1.09,Sugar and confectionery,4.8,4.31,4.61,,
2023,October,1,1.1.09,Sugar and confectionery,5.78,5.11,5.5,,
2023,November,1,1.1.09,Sugar and confectionery,6.75,6.08,6.55,,
2023,December,1,1.1.09,Sugar and confectionery,7.43,6.74,7.22,,
2024,January,1,1.1.09,Sugar and confectionery,7.81,6.76,7.43,,
2024,February,1,1.1.09,Sugar and confectionery,7.7,6.96,7.48,,
2024,March,1,1.1.09,Sugar and confectionery,7.47,6.73,7.25,,
2024,April,1,1.1.09,Sugar and confectionery,6.15,5.77,6.02,,
2024,May,1,1.1.09,Sugar and confectionery,5.74,5.72,5.7,,
2024,June,1,1.1.09,Sugar and confectionery,5.86,5.76,5.83,,
2024,July,1,1.1.09,Sugar and confectionery,5.33,5.17,5.22,,
2024,August,1,1.1.09,Sugar and confectionery,4.73,4.57,4.7,,
2024,September,1,1.1.09,Sugar and confectionery,3.48,3.5,3.46,,
2024,October,1,1.1.09,Sugar and confectionery,2.5,2.54,2.57,,
2024,November,1,1.1.09,Sugar and confectionery,1.08,1.76,1.31,,
2024,December,1,1.1.09,Sugar and confectionery,-0.15,0.99,0.23,,
2025,January,1,1.1.09,Sugar and confectionery,-0.08,1.07,0.31,,
2025,February,1,1.1.09,Sugar and confectionery,2.1,2.37,2.16,,
2025,March,1,1.1.09,Sugar and confectionery,3.98,3.77,3.89,,
2025,April,1,1.1.09,Sugar and confectionery,4.69,4.3,4.59,,
2025,May,1,1.1.09,Sugar and confectionery,4.27,3.73,4.09,,
2014,January,1,1.1.10,Spices,6.89,10.71,8.08,,
2014,February,1,1.1.10,Spices,7.08,10.95,8.37,,
2014,March,1,1.1.10,Spices,7.16,11.43,8.54,,
2014,April,1,1.1.10,Spices,7.75,11.4,9,,
2014,May,1,1.1.10,Spices,7.31,11.43,8.72,,
2014,June,1,1.1.10,Spices,6.55,11.18,8.14,,
2014,July,1,1.1.10,Spices,6.48,11.63,8.15,,
2014,August,1,1.1.10,Spices,7.2,12.53,9.03,,
2014,September,1,1.1.10,Spices,6.49,12.65,8.59,,
2014,October,1,1.1.10,Spices,6.56,12.96,8.65,,
2014,November,1,1.1.10,Spices,6.24,12.96,8.5,,
2014,December,1,1.1.10,Spices,5.65,12.06,7.78,,
2015,January,1,1.1.10,Spices,6.35,12.33,8.38,,
2015,February,1,1.1.10,Spices,7.43,12.51,9.16,,
2015,March,1,1.1.10,Spices,7.86,11.66,9.21,,
2015,April,1,1.1.10,Spices,7.73,10.75,8.7,,
2015,May,1,1.1.10,Spices,8.15,10.09,8.82,,
2015,June,1,1.1.10,Spices,9.53,10.31,9.8,,
2015,July,1,1.1.10,Spices,8.91,9.58,9.18,,
2015,August,1,1.1.10,Spices,8.12,8.68,8.28,,
2015,September,1,1.1.10,Spices,9.14,9.36,9.18,,
2015,October,1,1.1.10,Spices,9.8,9.69,9.82,,
2015,November,1,1.1.10,Spices,10.79,10.03,10.53,,
2015,December,1,1.1.10,Spices,11.12,10.53,10.92,,
2016,January,1,1.1.10,Spices,10.58,10.19,10.47,,
2016,February,1,1.1.10,Spices,10.12,9.4,9.87,,
2016,March,1,1.1.10,Spices,9.55,9.97,9.66,,
2016,April,1,1.1.10,Spices,9.68,9.95,9.8,,
2016,May,1,1.1.10,Spices,9.53,9.86,9.64,,
2016,June,1,1.1.10,Spices,8.21,9.43,8.61,,
2016,July,1,1.1.10,Spices,8.83,9.43,9.04,,
2016,August,1,1.1.10,Spices,8.88,8.97,8.91,,
2016,September,1,1.1.10,Spices,8.29,7.74,8.1,,
2016,October,1,1.1.10,Spices,7.66,7,7.4,,
2016,November,1,1.1.10,Spices,6.63,6.05,6.48,,
2016,December,1,1.1.10,Spices,6.67,4.98,6.13,,
2017,January,1,1.1.10,Spices,5.63,3.87,5.04,,
2017,February,1,1.1.10,Spices,4.13,3.08,3.82,,
2017,March,1,1.1.10,Spices,3.67,1.78,2.99,,
2017,April,1,1.1.10,Spices,2.05,0.64,1.56,,
2017,May,1,1.1.10,Spices,1.36,-1.13,0.52,,
2017,June,1,1.1.10,Spices,0.3,-2.8,-0.73,,
2017,July,1,1.1.10,Spices,-0.3,-4.24,-1.67,,
2017,August,1,1.1.10,Spices,-0.15,-4.91,-1.81,,
2017,September,1,1.1.10,Spices,-0.81,-5.18,-2.31,,
2017,October,1,1.1.10,Spices,-0.51,-5.16,-2.15,,
2017,November,1,1.1.10,Spices,-0.58,-4.88,-2.08,,
2017,December,1,1.1.10,Spices,-1.24,-3.99,-2.21,,
2018,January,1,1.1.10,Spices,-0.66,-3.04,-1.5,,
2018,February,1,1.1.10,Spices,-0.29,-2.29,-1.01,,
2018,March,1,1.1.10,Spices,0.52,-1.33,-0.07,,
2018,April,1,1.1.10,Spices,2.31,-0.78,1.25,,
2018,May,1,1.1.10,Spices,2.54,-0.21,1.54,,
2018,June,1,1.1.10,Spices,3.07,0.86,2.29,,
2018,July,1,1.1.10,Spices,3.21,1.81,2.74,,
2018,August,1,1.1.10,Spices,2.9,2.62,2.8,,
2018,September,1,1.1.10,Spices,2.97,2.84,2.88,,
2018,October,1,1.1.10,Spices,2.88,2.39,2.71,,
2018,November,1,1.1.10,Spices,3.38,2.24,3,,
2018,December,1,1.1.10,Spices,3.24,1.29,2.55,,
2019,January,1,1.1.10,Spices,2.13,-0.07,1.38,,
2019,February,1,1.1.10,Spices,2.65,0.07,1.75,,
2019,March,1,1.1.10,Spices,1.91,0,1.23,,
2019,April,1,1.1.10,Spices,1.09,0.14,0.8,,
2019,May,1,1.1.10,Spices,1.38,1,1.3,,
2019,June,1,1.1.10,Spices,2.03,0.71,1.59,,
2019,July,1,1.1.10,Spices,2.53,0.93,2.02,,
2019,August,1,1.1.10,Spices,2.96,0.99,2.3,,
2019,September,1,1.1.10,Spices,3.97,1.84,3.3,,
2019,October,1,1.1.10,Spices,4.3,2.91,3.86,,
2019,November,1,1.1.10,Spices,4.77,3.47,4.33,,
2019,December,1,1.1.10,Spices,6.35,4.59,5.76,,
2020,January,1,1.1.10,Spices,9.14,6.48,8.25,,
2020,February,1,1.1.10,Spices,9.77,6.82,8.8,,
2020,March,1,1.1.10,Spices,10.87,7.68,9.82,,
2020,June,1,1.1.10,Spices,13.82,12.62,13.44,,
2020,July,1,1.1.10,Spices,12.91,12.99,12.91,,
2020,August,1,1.1.10,Spices,12.12,12.91,12.41,,
2020,September,1,1.1.10,Spices,11.58,12.17,11.73,,
2020,October,1,1.1.10,Spices,11.34,11.16,11.28,,
2020,November,1,1.1.10,Spices,11,10.66,10.88,,
2020,December,1,1.1.10,Spices,10.33,10.14,10.29,,
2021,January,1,1.1.10,Spices,8.91,9.03,8.95,,
2021,February,1,1.1.10,Spices,7.98,8.11,8.03,,
2021,March,1,1.1.10,Spices,6.49,7.33,6.72,,
2021,April,1,1.1.10,Spices,3.59,5.71,4.33,,
2021,May,1,1.1.10,Spices,6.93,6.79,6.86,,
2021,June,1,1.1.10,Spices,6.38,4.22,5.64,,
2021,July,1,1.1.10,Spices,6.06,3.44,5.19,,
2021,August,1,1.1.10,Spices,6.13,3.05,5.12,,
2021,September,1,1.1.10,Spices,5.72,3.04,4.84,,
2021,October,1,1.1.10,Spices,5.31,3.35,4.64,,
2021,November,1,1.1.10,Spices,4.46,3.27,4.05,,
2021,December,1,1.1.10,Spices,4.38,3.19,3.96,,
2022,January,1,1.1.10,Spices,4.97,4.17,4.68,,
2022,February,1,1.1.10,Spices,6.3,5.9,6.15,,
2022,March,1,1.1.10,Spices,8.96,7.44,8.5,,
2022,April,1,1.1.10,Spices,11.25,9.34,10.62,,
2022,May,1,1.1.10,Spices,9.96,9.81,9.93,,
2022,June,1,1.1.10,Spices,11.12,10.88,11.04,,
2022,July,1,1.1.10,Spices,13.02,12.57,12.89,,
2022,August,1,1.1.10,Spices,15.19,14.41,14.9,,
2022,September,1,1.1.10,Spices,17.05,16.49,16.88,,
2022,October,1,1.1.10,Spices,18.17,17.75,18.07,,
2022,November,1,1.1.10,Spices,19.91,18.9,19.58,,
2022,December,1,1.1.10,Spices,20.85,19.2,20.35,,
2023,January,1,1.1.10,Spices,21.47,20.32,21.09,,
2023,February,1,1.1.10,Spices,20.75,18.93,20.2,,
2023,March,1,1.1.10,Spices,18.69,17.23,18.21,,
2023,April,1,1.1.10,Spices,17.82,16.74,17.43,,
2023,May,1,1.1.10,Spices,18.44,16.81,17.9,,
2023,June,1,1.1.10,Spices,19.8,18.15,19.24,,
2023,July,1,1.1.10,Spices,22.26,20.56,21.68,,
2023,August,1,1.1.10,Spices,23.77,21.98,23.19,,
2023,September,1,1.1.10,Spices,23.71,21.9,23.11,,
2023,October,1,1.1.10,Spices,23.36,21.49,22.71,,
2023,November,1,1.1.10,Spices,21.97,20.57,21.5,,
2023,December,1,1.1.10,Spices,20.05,19.05,19.69,,
2024,January,1,1.1.10,Spices,16.82,15.27,16.31,,
2024,February,1,1.1.10,Spices,13.64,13.28,13.51,,
2024,March,1,1.1.10,Spices,11.41,11.43,11.4,,
2024,April,1,1.1.10,Spices,7.56,8.13,7.75,,
2024,May,1,1.1.10,Spices,3.71,5.52,4.27,,
2024,June,1,1.1.10,Spices,1.28,3.69,2.06,,
2024,July,1,1.1.10,Spices,-2.17,0.18,-1.43,,
2024,August,1,1.1.10,Spices,-5.16,-2.77,-4.36,,
2024,September,1,1.1.10,Spices,-6.78,-4.79,-6.13,,
2024,October,1,1.1.10,Spices,-7.64,-5.7,-7.01,,
2024,November,1,1.1.10,Spices,-7.97,-6.38,-7.43,,
2024,December,1,1.1.10,Spices,-8.07,-6.12,-7.41,,
2025,January,1,1.1.10,Spices,-7.6,-5.35,-6.85,,
2025,February,1,1.1.10,Spices,-6.61,-4.27,-5.85,,
2025,March,1,1.1.10,Spices,-5.67,-3.37,-4.92,,
2025,April,1,1.1.10,Spices,-4.14,-2.05,-3.44,,
2025,May,1,1.1.10,Spices,-3.32,-1.79,-2.82,,
2014,January,1,1.2.11,Non-alcoholic beverages,7.25,6.66,7.05,,
2014,February,1,1.2.11,Non-alcoholic beverages,7.42,5.75,6.73,,
2014,March,1,1.2.11,Non-alcoholic beverages,7.01,4.86,6.12,,
2014,April,1,1.2.11,Non-alcoholic beverages,6.57,4.16,5.6,,
2014,May,1,1.2.11,Non-alcoholic beverages,6.33,3.48,5.18,,
2014,June,1,1.2.11,Non-alcoholic beverages,6.19,2.91,4.77,,
2014,July,1,1.2.11,Non-alcoholic beverages,5.96,3.08,4.74,,
2014,August,1,1.2.11,Non-alcoholic beverages,5.56,3.16,4.54,,
2014,September,1,1.2.11,Non-alcoholic beverages,5.53,3.33,4.61,,
2014,October,1,1.2.11,Non-alcoholic beverages,5.13,3.41,4.41,,
2014,November,1,1.2.11,Non-alcoholic beverages,4.47,3.58,4.11,,
2014,December,1,1.2.11,Non-alcoholic beverages,4.64,3.57,4.19,,
2015,January,1,1.2.11,Non-alcoholic beverages,4.89,3.93,4.45,,
2015,February,1,1.2.11,Non-alcoholic beverages,5.23,4.19,4.8,,
2015,March,1,1.2.11,Non-alcoholic beverages,5.22,4.28,4.79,,
2015,April,1,1.2.11,Non-alcoholic beverages,5.2,3.99,4.68,,
2015,May,1,1.2.11,Non-alcoholic beverages,5.25,4.25,4.84,,
2015,June,1,1.2.11,Non-alcoholic beverages,5.4,4.24,4.9,,
2015,July,1,1.2.11,Non-alcoholic beverages,4.67,3.95,4.44,,
2015,August,1,1.2.11,Non-alcoholic beverages,4.92,3.85,4.51,,
2015,September,1,1.2.11,Non-alcoholic beverages,4.64,3.75,4.23,,
2015,October,1,1.2.11,Non-alcoholic beverages,4.71,3.65,4.31,,
2015,November,1,1.2.11,Non-alcoholic beverages,5.39,3.45,4.55,,
2015,December,1,1.2.11,Non-alcoholic beverages,5.12,3.53,4.45,,
2016,January,1,1.2.11,Non-alcoholic beverages,5.43,3.43,4.6,,
2016,February,1,1.2.11,Non-alcoholic beverages,5.05,3.25,4.24,,
2016,March,1,1.2.11,Non-alcoholic beverages,5.05,3.16,4.23,,
2016,April,1,1.2.11,Non-alcoholic beverages,5.03,3.33,4.3,,
2016,May,1,1.2.11,Non-alcoholic beverages,4.91,3.23,4.19,,
2016,June,1,1.2.11,Non-alcoholic beverages,4.38,3.05,3.84,,
2016,July,1,1.2.11,Non-alcoholic beverages,5.21,2.87,4.25,,
2016,August,1,1.2.11,Non-alcoholic beverages,5.43,2.61,4.24,,
2016,September,1,1.2.11,Non-alcoholic beverages,5.66,2.52,4.39,,
2016,October,1,1.2.11,Non-alcoholic beverages,5.23,2.6,4.13,,
2016,November,1,1.2.11,Non-alcoholic beverages,4.55,2.42,3.7,,
2016,December,1,1.2.11,Non-alcoholic beverages,4.7,2.41,3.77,,
2017,January,1,1.2.11,Non-alcoholic beverages,3.78,2.24,3.18,,
2017,February,1,1.2.11,Non-alcoholic beverages,3.69,2.32,3.17,,
2017,March,1,1.2.11,Non-alcoholic beverages,3.92,2.4,3.33,,
2017,April,1,1.2.11,Non-alcoholic beverages,3.67,2.23,3.07,,
2017,May,1,1.2.11,Non-alcoholic beverages,3.33,1.89,2.74,,
2017,June,1,1.2.11,Non-alcoholic beverages,3.16,2.14,2.73,,
2017,July,1,1.2.11,Non-alcoholic beverages,3.22,2.22,2.8,,
2017,August,1,1.2.11,Non-alcoholic beverages,2.73,2.21,2.55,,
2017,September,1,1.2.11,Non-alcoholic beverages,2.25,2.21,2.22,,
2017,October,1,1.2.11,Non-alcoholic beverages,2.02,2.12,2.06,,
2017,November,1,1.2.11,Non-alcoholic beverages,2.49,2.2,2.38,,
2017,December,1,1.2.11,Non-alcoholic beverages,1.55,2.11,1.74,,
2018,January,1,1.2.11,Non-alcoholic beverages,1.71,2.19,1.9,,
2018,February,1,1.2.11,Non-alcoholic beverages,0.85,2.03,1.34,,
2018,March,1,1.2.11,Non-alcoholic beverages,1.08,2.1,1.49,,
